lemma,variant,reason
إِبْداء,وإبداء,same lemma
إِحْياء,وإحياء,same lemma
إِضْعاف,وإضعاف,same lemma
أَنَّ,وإنْ,same lemma
إِيّا,وإياكم,same lemma
ٱِتِّهام,واتهامه,same lemma
ٱِتَّهَم,واتهمه,same lemma
آخَر,واخرين,same lemma
أَرِيترِيا,واريتريا,same lemma
ٱِسْتِمْرار,واستمرارها,same lemma
أَداء,والأداء,same lemma
رَقْم,والأرقام,same lemma
أَلْمانِيّ,والألمانية,same lemma
أَم,والأم,same lemma
ٱِتِّحاد,والاتحادات,same lemma
تاجِر,والتجار,same lemma
تَجاوُز,والتجاوزات,same lemma
إِلْحاق,والحاق,same lemma
حَمْلَة,والحملات,same lemma
دُكْتُور,والدكتورة,same lemma
دُنْيا,والدنيا,same lemma
سابِع,والسابع,same lemma
سِنِغال,والسنغال,same lemma
طَلاق,والطلاق,same lemma
عاصِمَة,والعاصمة,same lemma
فَراغ,والفراغ,same lemma
فَرَح,والفرح,same lemma
مُتَّهَم,والمتهم,same lemma
مُرُور,والمرور,same lemma
مُساءَلَة,والمساءلة,same lemma
مُشاوَرَة,والمشاورات,same lemma
ناطِق,والناطق,same lemma
أُسْلُوب,وبأسلوب,same lemma
رِعايَة,وبرعاية,same lemma
تَأَهُّل,وتأهل,same lemma
تالِي,وتالياً,same lemma
تَخَلُّف,وتخلف,same lemma
سَعَى,وتسعين,same lemma
تَشَكَّل,وتشكلت,same lemma
تَصْرِيح,وتصريحاته,same lemma
تَعْرِيف,وتعريف,same lemma
تَكْلِيف,وتكليف,same lemma
ٱِنْطَلَق,وتنطلق,same lemma
وُجُود,وجودا,same lemma
حارِس,وحارس,same lemma
ساحَة,وساحة,same lemma
سَعَى,وسعي,same lemma
سَفْك,وسفك,same lemma
سَمِير,وسمير,same lemma
قَدَّم,وسيقدم,same lemma
شاهِد,وشوهدت,same lemma
ضَمّ,وضمتها,same lemma
عائِلَة,وعائلات,same lemma
عَبْدالرَحْمَن,وعبدالرحمن,same lemma
عَرَق,وعرقية,same lemma
عِيد,وعيد,same lemma
فَعّال,وفعال,same lemma
فِلَسْطِينِيّ,وفلسطينيين,same lemma
وَقْت,وقتٍ,same lemma
كَرَّر,وكررت,same lemma
أَنَّ,ولأننا,same lemma
وِلادَة,ولادتها,same lemma
عالَم,وللعالم,same lemma
مُثَقَّف,ومثقفين,same lemma
مَجال,ومجالات,same lemma
مُحاضَرَة,ومحاضرات,same lemma
مُدافِع,ومدافع,same lemma
مَدِينَة,ومدني,same lemma
مِرْفَق,ومرافق,same lemma
مُسْتَقِلّ,ومستقلة,same lemma
مُسْتَمِرّ,ومستمرة,same lemma
مِصْداقِيَّة,ومصداقية,same lemma
مَوْت,وموت,same lemma
نَظِير,ونظيرها,same lemma
وَسِيلَة,ووسيلة,same lemma
ٱِجْتَمَع,ويجتمع,same lemma
رَبْط,ويربط,same lemma
زَعَم,ويزعم,same lemma
ضَرْب,ويضرب,same lemma
أَقام,ويقام,same lemma
أَمْكَن,ويمكنه,same lemma
لا,وَلا,same lemma
تَبادُل,يتبادل,same lemma
جَمْع,يجمعها,same lemma
حَقَّق,يحققوا,same lemma
ذَكَر,يذكرون,same lemma
وَزْن,يزن,same lemma
عَبْر,يعبّر,same lemma
عَيْن,يعينه,same lemma
كُفْر,يكفر,same lemma
ٱِنْقَسَم,ينقسم,same lemma
نَقْص,ينقصه,same lemma
أَبْرَم,أبرمتها,same lemma
أَخ,أخاه,same lemma
أَدْلَى,أدلت,same lemma
راوَنْد,أراك,same lemma
شِبْه,أشباه,same lemma
أَشْرَف,أشرفت,same lemma
عَدُوّ,أعدائه,same lemma
عَمَل,أعمالاً,same lemma
آل,أل,same lemma
لَقَب,ألقاب,same lemma
أَمْن,أمناً,same lemma
نِظام,أنظمتها,same lemma
أَوْدَى,أودي,same lemma
أَنَّ,أَن,same lemma
ٱِتِّهام,إتهامات,same lemma
إِخْوَة,إخوانه,same lemma
أَراد,إرادتها,same lemma
إِصْرار,إصراره,same lemma
إِقامَة,إقامتهم,same lemma
آب,ابيه,same lemma
ٱِجْتاز,اجتاز,same lemma
ٱِحْتِقان,احتقان,same lemma
أَخْفَق,اخفق,same lemma
أَخِير,اخيرة,same lemma
ٱِسْتَغَلّ,استغلوا,same lemma
ٱِسْم,اسماً,same lemma
ٱِشْتَمَل,اشتمل,same lemma
شَكّ,اشك,same lemma
شاف,اشوف,same lemma
ٱِصْطِناعِيّ,اصطناعي,same lemma
ٱِعْتِزاز,اعتزازه,same lemma
ٱِعْتَقَل,اعتقلا,same lemma
إِعْجاب,اعجاب,same lemma
أَعْلَن,اعلنتها,same lemma
ٱِقْتَنَع,اقتنع,same lemma
إِصْبَع,الأصابع,same lemma
ٱِقْتِصادِيّ,الأقتصادية,same lemma
إِلْغاء,الإلغاء,same lemma
ٱِنْسِحاب,الإنسحاب,same lemma
إِنْكار,الإنكار,same lemma
أَرْمَنِيّ,الارمن,same lemma
ٱِشْتِراكِيّ,الاشتراكيون,same lemma
ٱِفْتِقار,الافتقار,same lemma
أُنْبُوب,الانابيب,same lemma
تَأْثِير,التاثير,same lemma
تَعَدَّى,التعديات,same lemma
تَكاتُف,التكاتف,same lemma
تَنْظِيف,التنظيف,same lemma
جاز,الجاز,same lemma
حَزِين,الحزينة,same lemma
حَلْوَى,الحلويات,same lemma
حَيِّز,الحيز,same lemma
خُورِي,الخوري,same lemma
خائِن,الخونة,same lemma
ذَبْح,الذبح,same lemma
رادِع,الرادعة,same lemma
رُكْبَة,الركبة,same lemma
ساخِر,الساخرة,same lemma
سائِل,السوائل,same lemma
شُجاع,الشجعان,same lemma
شَرِس,الشرس,same lemma
طاقِم,الطواقم,same lemma
عَرَبِيّ,العربيات,same lemma
غارِق,الغارقة,same lemma
غامِض,الغامض,same lemma
فَجْوَة,الفجوات,same lemma
فِيلِيبِّينِيّ,الفلبيني,same lemma
قِرْبِيّ,القربى,same lemma
قَسْرِيّ,القسرية,same lemma
قَطّ,القطط,same lemma
مُؤَلِّف,المؤلفات,same lemma
مُؤَيِّد,المؤيدون,same lemma
أَلْمانِيّ,الماني,same lemma
مُتَّحِد,المتحد,same lemma
مُتَعاوِن,المتعاونة,same lemma
مُتَواجِد,المتواجد,same lemma
مُخْتَصّ,المختصون,same lemma
مُخْتَلِف,المختلفين,same lemma
مُسْتَثْمِر,المستثمرة,same lemma
مُسْتَهْدَف,المستهدفين,same lemma
مُضْحِك,المضحكة,same lemma
مَعْهُود,المعهود,same lemma
مَنْسُوب,المنسوب,same lemma
مُنْطَلَق,المنطلقة,same lemma
مُنْهار,المنهار,same lemma
مَهْزَلَة,المهزلة,same lemma
نازِيّ,النازيون,same lemma
نافِع,النافع,same lemma
ناقِلَة,الناقلات,same lemma
نَصِيب,النصيب,same lemma
وَطَنِيّ,الوطنيه,same lemma
إِصْرار,بإصرار,same lemma
فِكْر,بالأفكار,same lemma
تَيّار,بالتيار,same lemma
سَنَة,بالسنة,same lemma
عِراقِيّ,بالعراقيين,same lemma
مَرْحَلَة,بالمرحلة,same lemma
مَوْرِد,بالموارد,same lemma
تَسْمِيَة,بتسمية,same lemma
تَوْضِيح,بتوضيح,same lemma
دَعْم,بدعمها,same lemma
غُرْفَة,بغرفة,same lemma
كَرْكُوك,بكركوك,same lemma
بَلْبَلَة,بلبلة,same lemma
بُلُوغ,بلوغه,same lemma
مَحْض,بمحض,same lemma
مُداهَمَة,بمداهمة,same lemma
مُناوَرَة,بمناورات,same lemma
مَوْقِف,بموقفه,same lemma
هُوِيَّة,بهوية,same lemma
بَيِّن,بينة,same lemma
تَأْجِيل,تأجيله,same lemma
تَبَرُّع,تبرعت,same lemma
بَرْهَن,تبرهن,same lemma
تَنَوُّع,تتنوع,same lemma
تَجْرِبَة,تجاربه,same lemma
حَدَّد,تحدده,same lemma
حَرَّض,تحرض,same lemma
دَلّ,تدلل,same lemma
تَسْجِيل,تسجيلا,same lemma
سَدَّد,تسدد,same lemma
صَحّ,تصح,same lemma
صَعْب,تصعب,same lemma
أَطاح,تطيح,same lemma
تَعَرَّض,تعرّضت,same lemma
تَعَصُّب,تعصب,same lemma
تَفادِي,تفاديا,same lemma
فاق,تفوقها,same lemma
تَقْدِيرِيّ,تقديرية,same lemma
تَكَلَّم,تكلمت,same lemma
ٱِلْتَقَط,تلتقط,same lemma
ثَمْر,ثماره,same lemma
جَداء,جدواها,same lemma
جَرِيمَة,جرائمها,same lemma
جَهْد,جهودهما,same lemma
جَوْلَة,جولاته,same lemma
حَمِيم,حميمة,same lemma
حَوارِيّ,حواري,same lemma
خاطِئ,خاطئا,same lemma
خِتامِيّ,ختامي,same lemma
دُبَيّ,دبى,same lemma
رابِح,رابحة,same lemma
رِبْح,ربحت,same lemma
رَبْط,ربطه,same lemma
رَبِيع,ربيعة,same lemma
رَعَى,رعته,same lemma
زَعَم,زعمه,same lemma
أَكَّد,سيؤكد,same lemma
خَصَّص,سيخصص,same lemma
واجَه,سيواجهون,same lemma
شاع,شاعت,same lemma
شاؤول,شاوول,same lemma
شَبّ,شب,same lemma
شَرِيط,شريطا,same lemma
صَحافِيّ,صحافيون,same lemma
صَوْت,صوّت,same lemma
ضِلْع,ضلوعهم,same lemma
طاعَة,طاعته,same lemma
طالَب,طالبين,same lemma
عائِلِيّ,عائلي,same lemma
عافِيَة,عافية,same lemma
عالِق,عالقين,same lemma
عَجْز,عجزه,same lemma
عَجْز,عجزها,same lemma
عَلا,علت,same lemma
عُمْق,عمقا,same lemma
عَمَل,عملهما,same lemma
غالِب,غالبًا,same lemma
غايَة,غايات,same lemma
غُرْفَة,غرفته,same lemma
غَرَق,غرقا,same lemma
غَيْر,غيرهما,same lemma
راوَنْد,فترى,same lemma
فَضِيلَة,فضائل,same lemma
فَضائِيّ,فضائيات,same lemma
فِلَسْطِينِيّ,فلسطينيًا,same lemma
قال,فَقَالَ,same lemma
فِي,فِيهَا,same lemma
قابِل,قابله,same lemma
قِيادِيّ,قياديون,same lemma
رَهِينَة,كرهائن,same lemma
كَلَّف,كلفه,same lemma
مُحاوَلَة,كمحاولة,same lemma
مَرْحَلَة,كمرحلة,same lemma
كَنْز,كنز,same lemma
يَد,كيد,same lemma
ٱِحْتِضان,لاحتضان,same lemma
ٱِسْتِخْدام,لاستخدامه,same lemma
شَخْص,لاشخاص,same lemma
ٱِقْتِحام,لاقتحام,same lemma
وَرَى,لترى,same lemma
تَطْهِير,لتطهير,same lemma
أَظْهَر,لتظهر,same lemma
تَقْوِيم,لتقويم,same lemma
حَلّ,لحلها,same lemma
داعِي,لدواع,same lemma
دافَع,لدوافع,same lemma
رَئِيس,لرئيسة,same lemma
ضَخّ,لضخ,same lemma
طِفْل,لطفل,same lemma
غَيْر,لغيرهم,same lemma
لِقاء,لقاءً,same lemma
كُلِّيَّة,لكلية,same lemma
ٱِخْتِطاف,للاختطاف,same lemma
ٱِلْتِزام,للالتزام,same lemma
بَيان,للبيانات,same lemma
تِبِت,للتبت,same lemma
دَلالَة,للدلالة,same lemma
ساحَة,للساحة,same lemma
صَوْت,للصوت,same lemma
عَرَبِيّ,للعربية,same lemma
عُنْصُر,للعناصر,same lemma
فَضاء,للفضاء,same lemma
مُتَشَدِّد,للمتشددين,same lemma
مُراجَعَة,للمراجعة,same lemma
مَعْرَكَة,للمعركة,same lemma
مَبْنَى,لمبنى,same lemma
مَدْرَسَة,لمدرسة,same lemma
نَفْس,لنفسك,same lemma
مَبْلَغ,مبلغاً,same lemma
مُتَخَصِّص,متخصصون,same lemma
مُتَلاحِق,متلاحقة,same lemma
مُثِير,مثيري,same lemma
مَجَرِيّ,مجراها,same lemma
مُحارِب,محارب,same lemma
مُحاصَر,محاصرين,same lemma
مُحافِظ,محافظين,same lemma
مُحْتَمَل,محتملين,same lemma
مُحَصَّن,محصنة,same lemma
مُخَطَّط,مخططاتها,same lemma
مَدْرَسَة,مدارسهم,same lemma
مَدَنِيّ,مدنياً,same lemma
مَدِينَة,مدينتهم,same lemma
مُرْتَبِط,مرتبطاً,same lemma
مُسْلِم,مسلمو,same lemma
مَصْنَع,مصانعها,same lemma
مِصْداقِيَّة,مصداقيته,same lemma
مُصَمِّم,مصممون,same lemma
مَصْنَع,مصنعة,same lemma
مُكَثَّف,مكثفا,same lemma
مَنار,منارة,same lemma
مُوافَقَة,موافقتهم,same lemma
مَوْقِع,مواقعه,same lemma
مُؤَقَّت,موقتا,same lemma
حَذَّر,نحذر,same lemma
أَراد,نريدها,same lemma
نَزَل,نزلوا,same lemma
أَصْبَح,نصبح,same lemma
نَظْرَة,نظرات,same lemma
ٱِعْتَمَد,نعتمد,same lemma
لَعِب,نلعب,same lemma
نَوَوِيّ,نووياً,same lemma
هاوَرد,هاورد,same lemma
أَجْمَل,وأجمل,same lemma
أَسْر,وأسر,same lemma
أُسْرَة,وأسرته,same lemma
أَقْرَب,وأقرب,same lemma
أَقام,وأقيمت,same lemma
أُورُبِّيّ,وأوروبية,same lemma
إِدانَة,وإدانة,same lemma
إِسْلام,وإسلام,same lemma
واجِب,واجباته,same lemma
واجِب,واجبة,same lemma
واحدا،,واحداً،,same lemma
إِسْتراتِيجِيّ,واستراتيجيات,same lemma
والَى,وال,same lemma
ٱِقْتِصادِيّ,والإقتصادية,same lemma
ٱِسْتِغْلال,والاستغلال,same lemma
ٱِنْقِسام,والانقسامات,same lemma
بَرِيد,والبريد,same lemma
بَلَد,والبلد,same lemma
تامِل,والتأمل,same lemma
تَرْتِيب,والترتيبات,same lemma
تَنْكِيل,والتنكيل,same lemma
تَوازُن,والتوازن,same lemma
جُلُوس,والجلوس,same lemma
رُجُوع,والرجوع,same lemma
شُهْرَة,والشهرة,same lemma
ضَرائِب,والضرائب,same lemma
عَبَث,والعبث,same lemma
عَفْو,والعفو,same lemma
فِعْل,والفعل,same lemma
مُجْرِم,والمجرمين,same lemma
مَفْقُود,والمفقودين,same lemma
مِقْياس,والمقاييس,same lemma
مُهاجِم,والمهاجم,same lemma
مُهِمَّة,والمهمة,same lemma
ٱِمْتَدّ,وامتد,same lemma
ٱِنْسَحَب,وانسحب,same lemma
آب,وباب,same lemma
فارِق,وبفارق,same lemma
وُسْع,وبوسع,same lemma
تَجاوُز,وتجاوزت,same lemma
تَجْهِيز,وتجهيزات,same lemma
ٱِشْتَبَه,وتشتبه,same lemma
تَطْبِيع,وتطبيع,same lemma
تَطَوُّر,وتطورت,same lemma
تَعْمِيم,وتعميم,same lemma
تَنْظِيم,وتنظيمات,same lemma
وَجَد,وجده,same lemma
حُدُوث,وحدوث,same lemma
وَحْد,وحدي,same lemma
خارِجِيّ,وخارجيا,same lemma
خَطْوَة,وخطوات,same lemma
وَدِيع,وديعة,same lemma
رايْس,ورايس,same lemma
رَغْبَة,ورغبته,same lemma
زَمِيل,وزملائه,same lemma
سِياسَة,وسياساته,same lemma
عَمَل,وسيعمل,same lemma
شَعْب,وشعوبها,same lemma
ضَرْب,وضربت,same lemma
طاقَة,وطاقة,same lemma
طَوِيل,وطويلة,same lemma
عَلَى,وعليكم,same lemma
عَمَل,وعملا,same lemma
وَعَد,وعودا,same lemma
غالِبِيَّة,وغالبيتهم,same lemma
وَفاة,وفاتها,same lemma
قاذِفَة,وقاذفات,same lemma
قَتَل,وقتله,same lemma
قُدْرَة,وقدراته,same lemma
قُدْرَة,وقدراتها,same lemma
كَرامَة,وكرامته,same lemma
كَلَأ,وكلا,same lemma
كِينِيا,وكينيا,same lemma
زال,ولايزال,same lemma
لِقاء,ولقائه,same lemma
مال,ومال,same lemma
مَزِيد,ومزيد,same lemma
مُساعَدَة,ومساعدته,same lemma
مَعْرِض,ومعرض,same lemma
مُمَثِّل,وممثلو,same lemma
مُمَثِّل,وممثلون,same lemma
مُواطِن,ومواطن,same lemma
مَوْعِد,وموعد,same lemma
هُدُوء,وهدوء,same lemma
هَزِيمَة,وهزيمة,same lemma
حَظْر,ويحظر,same lemma
حَلّ,ويحل,same lemma
حَمَل,ويحملون,same lemma
سَهْل,ويسهل,same lemma
مِن,وَمَنْ,same lemma
أَسَف,يأسف,same lemma
بَنِي,يبنون,same lemma
تَضاعَف,يتضاعف,same lemma
تَعَلَّم,يتعلموا,same lemma
تَفاوُض,يتفاوض,same lemma
ساعَد,يساعدها,same lemma
ٱِسْتَثْنَى,يستثني,same lemma
سَعَى,يسعنا,same lemma
سَعَى,يسعيان,same lemma
سَمِع,يسمعوا,same lemma
ٱِشْتَرَى,يشترون,same lemma
شَغَل,يشغلها,same lemma
صَحّ,يصحح,same lemma
أَعْطَى,يعطون,same lemma
عُقْب,يعقب,same lemma
قِبَل,يقبلها,same lemma
ٱِلْتَقَى,يلتقيان,same lemma
يَمَنِيّ,يمنيين,same lemma
سَمَّى,يُسمى,same lemma
آخَر,آخره,same lemma
أَمَل,آملين,same lemma
أَحْدَث,أحدثها,same lemma
أَحَد,أحدٌ,same lemma
عَمَل,أعمالي,same lemma
قَرِيب,أقرباء,same lemma
أَقْنَع,أقنع,same lemma
أَم,أمك,same lemma
نَصْح,أنصح,same lemma
نَفْس,أنفسهن,same lemma
وَثِق,أوثق,same lemma
إِسْكان,إسكان,same lemma
إِعْلام,إعلامنا,same lemma
إِغْلاق,إغلاقها,same lemma
ٱِتَّهَم,اتهمها,same lemma
أَثَرِيّ,اثرية,same lemma
ٱِحْتَضَن,احتضنت,same lemma
ٱِحْتِفاظ,احتفاظ,same lemma
ٱِحْتِياج,احتياج,same lemma
ٱِخْتَلَط,اختلط,same lemma
إِدارِيّ,اداري,same lemma
أَرْض,ارضنا,same lemma
ٱِزْدِحام,ازدحام,same lemma
ٱِسْتِبْدال,استبدالها,same lemma
ٱِسْتِعْمارِيّ,استعمارية,same lemma
ٱِشْتَرَى,اشتراها,same lemma
إِشْكال,اشكالية,same lemma
ٱِعْتِزاز,اعتزاز,same lemma
إِعْفاء,اعفاء,same lemma
أُمَوِيّ,الأمويين,same lemma
إِيديُولُوجِيا,الأيديولوجيا,same lemma
عَرَب,الإعراب,same lemma
إِقْناع,الإقناع,same lemma
ٱِخْتِفاء,الاختفاء,same lemma
أُخْرَى,الاخري,same lemma
أُسْتاذ,الاساتذة,same lemma
أَمِير,الاميرة,same lemma
الاوروبيه،,الاوروبية،,same lemma
أُولِمْبِيّ,الاولمبي,same lemma
بير,البئر,same lemma
بَطّارِيَّة,البطاريات,same lemma
تَخْصِيص,التخصيصات,same lemma
تَرْقِيَة,الترقية,same lemma
تَعْرِيف,التعريفات,same lemma
ٱِلْتِفاف,التفاف,same lemma
تَماسُك,التماسك,same lemma
تَوْلِيد,التوليد,same lemma
ثَمِين,الثمين,same lemma
جاهِل,الجاهل,same lemma
جَلِيل,الجليلة,same lemma
حُطام,الحطام,same lemma
حِمار,الحمير,same lemma
حِيلَة,الحيلة,same lemma
خَدَم,الخدم,same lemma
خَطِيئَة,الخطيئة,same lemma
خَيْط,الخيوط,same lemma
داخِلِيّ,الداخلى,same lemma
رِسالَة,الرسالات,same lemma
زَيْت,الزيوت,same lemma
سَعُودِيّ,السعودى,same lemma
سُوفْيِتِيّ,السوفيات,same lemma
شائِك,الشائك,same lemma
طِفْل,الطفلين,same lemma
عارِي,العارية,same lemma
عَتَبَة,العتبة,same lemma
فَصِيل,الفصيلين,same lemma
فَلَكِيّ,الفلكي,same lemma
فاتُورَة,الفواتير,same lemma
فِيَتْنامِيّ,الفيتنامي,same lemma
قُطْب,القطبين,same lemma
مَأْمُون,المأمون,same lemma
مُتَدَيِّن,المتدين,same lemma
مُتَّحِد,المتّحدة,same lemma
مُجامَلَة,المجاملة,same lemma
مُجَهَّز,المجهزة,same lemma
مُحْتاج,المحتاجة,same lemma
مَحْسُوب,المحسوب,same lemma
مَخْزُون,المخزونات,same lemma
مداخيل,المداخيل,same lemma
مَرْجُوّ,المرجو,same lemma
مِرْفَق,المرفق,same lemma
مُسْتَمِع,المستمعين,same lemma
مَشْرِق,المشرقة,same lemma
مُصادَفَة,المصادفة,same lemma
مُقَرَّب,المقربون,same lemma
مُلْزَم,الملزمة,same lemma
مَمْنُوع,الممنوعات,same lemma
مَهَر,المهر,same lemma
مَوْجُود,الموجودات,same lemma
مُوَظَّف,الموظفات,same lemma
نائِب,النائبان,same lemma
هُجُوم,الهجومين,same lemma
وَيْلَة,الويلات,same lemma
ٱِنْتَخَب,انتخبوا,same lemma
ٱِنْتَظَر,انتظرت,same lemma
ٱِنْطِلاق,انطلاقه,same lemma
ٱِهْتِمام,اهتماماته,same lemma
أَوْن,اون,same lemma
أَداة,بأدوات,same lemma
ٱِجْتِماع,باجتماع,same lemma
سِلاح,باسلحة,same lemma
ٱِغْتِصاب,باغتصاب,same lemma
إِعْلان,بالاعلان,same lemma
ٱِنْتِشار,بالانتشار,same lemma
ٱِنْحِياز,بالانحياز,same lemma
تَحَوَّل,بالتحول,same lemma
تَرْوِيج,بالترويج,same lemma
تَطَوُّر,بالتطور,same lemma
تَلاعُب,بالتلاعب,same lemma
جَرِيمَة,بالجرائم,same lemma
جَنُوب,بالجنوب,same lemma
حَدِيد,بالحديد,same lemma
حَصانَة,بالحصانة,same lemma
رِباط,بالرباط,same lemma
شَرِكَة,بالشركات,same lemma
ضُعْف,بالضعف,same lemma
عَرَض,بالعرض,same lemma
كُلِّيَّة,بالكلية,same lemma
ماضِي,بالماضي,same lemma
مَشاعِر,بالمشاعر,same lemma
نَفَى,بالنفي,same lemma
هَجْمَة,بالهجمات,same lemma
تَجْمِيع,بتجميع,same lemma
حالَة,بحالات,same lemma
حُزْن,بحزن,same lemma
حَصانَة,بحصانة,same lemma
عالَم,بعالم,same lemma
بَلَغ,بلغوا,same lemma
ماء,بماء,same lemma
مَطْلَب,بمطالبة,same lemma
مَقال,بمقال,same lemma
مَوْت,بموت,same lemma
نَبْرَة,بنبرة,same lemma
تَأْزِيم,تأزيم,same lemma
تِباع,تباعاً,same lemma
تَبَدَّل,تتبدل,same lemma
تَجَدُّد,تتجدد,same lemma
تَجَسَّد,تجسدت,same lemma
تَحَدَّث,تحدّث,same lemma
تَحَرِّي,تحريات,same lemma
تَداوُل,تداولات,same lemma
تَرافَق,ترافقت,same lemma
شَبّ,تشبيه,same lemma
أَشْعَل,تشعل,same lemma
أَضْفَى,تضفي,same lemma
تَضَمَّن,تضمنتها,same lemma
طار,تطير,same lemma
تَعِب,تعبت,same lemma
تَعَرَّض,تعرضنا,same lemma
تَعْلِيم,تعليماته,same lemma
تِلفِزيُون,تليفزيون,same lemma
تِلفِزيُونِيّ,تليفزيونية,same lemma
تَمْدِيد,تمديدها,same lemma
تَمَسُّك,تمسكت,same lemma
ٱِنْحَدَر,تنحدر,same lemma
حافِز,حافزاً,same lemma
حاوِي,حاوية,same lemma
حَرَكَة,حركتهم,same lemma
حَرْب,حروبا,same lemma
خَطْف,خطفه,same lemma
خَطّ,خطه,same lemma
دَرَس,درسوا,same lemma
دَفْتَر,دفاتر,same lemma
دَقِيق,دقيقاً,same lemma
دِيمُوقراطِيّ,ديمقراطياً,same lemma
رُؤْيَة,رؤيتنا,same lemma
رائِع,رائعاً,same lemma
رَأْس,راسه,same lemma
رَسُول,رسولنا,same lemma
راهِب,رهبان,same lemma
رَوَى,روت,same lemma
سَبَب,سببتها,same lemma
سَفِينَة,سفينتين,same lemma
وَتَر,سنتر,same lemma
سُوِيسرِيّ,سويسرية,same lemma
سِيُول,سيؤول,same lemma
رَدّ,سيرد,same lemma
راوَنْد,سيرين,same lemma
سِينا,سينا,same lemma
نَفَّذ,سينفذ,same lemma
شَخْصِيَّة,شخصيتها,same lemma
شَرّ,شرا,same lemma
شَرْعِيّ,شرعياً,same lemma
شَرَفِيّ,شرفي,same lemma
شَمال,شمالاً,same lemma
شَيْطان,شيطان,same lemma
صَحِيفَة,صحفى,same lemma
صِحِّيّ,صحيا,same lemma
صَدْر,صدورهم,same lemma
صَلاة,صلاته,same lemma
ضِمْن,ضمناً,same lemma
ظاهِرَة,ظاهره,same lemma
عادِيّ,عاديين,same lemma
عالَج,عالج,same lemma
عَزْم,عزمهم,same lemma
عَطَّل,عطلت,same lemma
عَلاقَة,علاقتهما,same lemma
إِضافَة,فبالإضافة,same lemma
بَدَأ,فبدأ,same lemma
فَخامَة,فخامته,same lemma
خَرَج,فخرج,same lemma
فَرْحَة,فرحتهم,same lemma
أَنَى,فستان,same lemma
فِي,ففيها,same lemma
فِكْر,فكراً,same lemma
ذٰلِكَ,فلذلك,same lemma
وَجَد,فوجد,same lemma
فَوْر,فورة,same lemma
فِيلْم,فيلماً,same lemma
قاطِع,قاطعاً,same lemma
قَرار,قرارين,same lemma
قَلِيل,قلائل,same lemma
إِجْراء,كإجراء,same lemma
كاثُولِيكِيّ,كاثوليكية,same lemma
كُلّ,كلّه,same lemma
كادِر,كوادرها,same lemma
وِيب,كوب,same lemma
ٱِجْتِياح,لاجتياح,same lemma
ٱِنْفِجار,لانفجار,same lemma
بُوتِين,لبوتين,same lemma
تَفْتِيش,لتفتيش,same lemma
تِكْنُولُوجِيا,لتكنولوجيا,same lemma
حِمايَة,لحمايتها,same lemma
خَيْر,لخير,same lemma
صُدُور,لصدور,same lemma
صَفْقَة,لصفقة,same lemma
فَشَل,لفشل,same lemma
قَطَر,لقطر,same lemma
قِيام,لقيامه,same lemma
كَوْن,لكونهم,same lemma
قِبْطِيّ,للأقباط,same lemma
إِبْداع,للإبداع,same lemma
عَدَد,للإعداد,same lemma
تَطْبِيع,للتطبيع,same lemma
جِنْس,للجنس,same lemma
حُؤُول,للحؤول,same lemma
دَرَجَة,للدرجة,same lemma
دُولار,للدولار,same lemma
عَدْل,للعدل,same lemma
عَقْد,للعقود,same lemma
قَرْن,للقرن,same lemma
قاضِي,للقضاة,same lemma
مُحْتَرِف,للمحترفين,same lemma
مَذْهَب,للمذهب,same lemma
مُساهِم,للمساهمين,same lemma
مُرُور,لمرور,same lemma
مُسَلْسَل,لمسلسل,same lemma
مُقاضاة,لمقاضاة,same lemma
نَقْص,لنقص,same lemma
ٱِنْضَمّ,لينضم,same lemma
ماثِل,ماثلة,same lemma
مادَّة,مادته,same lemma
مُتابَعَة,متابعته,same lemma
مُتَرَدِّد,مترددة,same lemma
مُتَصاعِد,متصاعدة,same lemma
مُحَقِّق,محققين,same lemma
مَحّ,محي,same lemma
مُخْتَصَر,مختصرة,same lemma
مُدافِع,مدافعا,same lemma
مُدَوَّن,مدونات,same lemma
مُرْتَقَب,مرتقبة,same lemma
مَرْحَلَة,مرحلتها,same lemma
مُرَشَّح,مرشحو,same lemma
مَرِير,مرير,same lemma
مَسْؤُولِيَّة,مسؤوليتهم,same lemma
مَسْمَع,مسامع,same lemma
مُشارِك,مشاركون,same lemma
مُشْكِلَة,مشكلتها,same lemma
مَصْلَحَة,مصالحهما,same lemma
مُطَوِّر,مطورة,same lemma
مُعامَلَة,معاملتهم,same lemma
مُعْتاد,معتادة,same lemma
مَعْنَوِيّ,معنويا,same lemma
مَعْنِيّ,معنيون,same lemma
مُفَصَّل,مفصلية,same lemma
مُفِيد,مفيداً,same lemma
مَلْأَك,ملائكة,same lemma
مُهاجِم,مهاجمه,same lemma
مِيثاق,مواثيق,same lemma
نادِي,نادية,same lemma
نافِذ,نافذا,same lemma
نامِي,نام,same lemma
نَبات,نبات,same lemma
ٱِحْتاج,نحتاجه,same lemma
نَشْر,نشروا,same lemma
عَنَى,نعني,same lemma
نار,نيرانها,same lemma
هادِف,هادفة,same lemma
هُبُوط,هبوطا,same lemma
هَدْم,هدمت,same lemma
هَشّ,هشا,same lemma
هَيّا,هيأ,same lemma
أَشْرَف,وأشرف,same lemma
وَضْع,وأوضاع,same lemma
آيَة,وأية,same lemma
واجَه,واجهه,same lemma
ذَكَر,واذكر,same lemma
ٱِسْتِجابَة,واستجابة,same lemma
