rank,arabic_lemma,transliteration,english_core_gloss,part_of_speech,canonical_form_rule_used,root_if_relevant,estimated_frequency_tier,dispersion_score,usefulness_score,register_label,keep_reason,merged_forms_or_variants,notes
4071,رَشْوَة,ra$owap,A bribe.,noun,noun: singular lemma,,T4,0.333,6.789,media,high_frequency + dispersion,الرشاوى; الرشوة; رشاوى; رشوة; والرشوة,
4072,مُتَخَلِّف,mutaxal~if,I'm different.,noun,noun: singular lemma,خلف,T4,0.333,6.789,media,high_frequency + dispersion,المتخلف; المتخلفة; المتخلفين; متخلف; متخلفة,
4073,الماليه،,AlmAlyh،,Finance,noun_prop,noun: singular lemma,,T4,0.333,6.787,media,high_frequency + dispersion,المالية،,
4074,مِيُونِيخ,miyuwniyx,Munich,noun_prop,noun: singular lemma,,T4,0.333,6.787,media,high_frequency + dispersion,ميونيخ,
4075,وافِد,wAfid,Come in.,noun,noun: singular lemma,,T4,0.333,6.787,media,high_frequency + dispersion,الوافد; الوافدة; الوافدين,
4076,مُفَتِّش,mufat~i$,Inspection,noun,noun: singular lemma,فتش,T4,0.333,6.787,media,high_frequency + dispersion,المفتش; المفتشين; مفتشي; والمفتش,
4077,مَحْظُور,maHoZuwr,Banned.,adj,adj: masc singular lemma,حظر,T4,0.333,6.786,media,high_frequency + dispersion,المحظور; المحظورة; محظور; محظورة,
4078,معها،,mEhA،,With her,noun_prop,noun: singular lemma,,T4,0.333,6.785,media,high_frequency + dispersion,معها،,
4079,مُنْتَجَع,munotajaE,Blasphemy.,noun,noun: singular lemma,نجع,T4,0.333,6.785,media,high_frequency + dispersion,المنتجعات; منتجع,
4080,قِوام,qiwAm,Strengths.,noun,noun: singular lemma,,T4,0.333,6.785,media,high_frequency + dispersion,قوام; قوامه; قوامها,
4081,مُضْطَرِب,muDoTarib,Persecuted.,noun,noun: singular lemma,ضرب,T4,0.333,6.785,media,high_frequency + dispersion,المضطرب; المضطربة; مضطربة,
4082,بُؤْرَة,bu&orap,Point.,noun,noun: singular lemma,,T4,0.333,6.785,media,high_frequency + dispersion,البؤر; بؤر; بؤرة,
4083,تَهْنِئَة,tahoni}ap,Congratulations.,noun,noun: singular lemma,,T4,0.333,6.785,media,high_frequency + dispersion,التهاني; التهنئة; تهنئة,
4084,ٱِسْتَوْعَب,{isotawoEab,How can we be sure that we will be able to do so?,verb,verb: 3ms past lemma,,T4,0.333,6.783,media,high_frequency + dispersion,تستوعب; يستوعب,
4085,هَزَم,hazam,Beat it.,verb,verb: 3ms past lemma,هزم,T4,0.333,6.783,media,high_frequency + dispersion,هزم; هزمت; يهزم,
4086,أَحال,>aHAl,I'm referring.,verb,verb: 3ms past lemma,,T4,0.333,6.783,media,high_frequency + dispersion,أحالت; إحالته; تحال; يحال; يحيل,
4087,بُوتَفلِيقَة,buwtafliyqap,Powder.,noun_prop,noun: singular lemma,,T4,0.333,6.783,media,high_frequency + dispersion,بوتفليقة,
4088,هذه،,h*h،,This is; uh...,noun_prop,noun: singular lemma,,T4,0.333,6.783,media,high_frequency + dispersion,هذه،,
4089,دَمْع,damoE,Hey; hey,noun,noun: singular lemma,دمع,T4,0.333,6.783,media,high_frequency + dispersion,الدموع; دموع; للدموع,
4090,حَوْزَة,Hawozap,Ah! Ah! Ah!,noun,noun: singular lemma,,T4,0.333,6.783,media,high_frequency + dispersion,الحوزة; بحوزة; بحوزته; بحوزتهم; حوزة,
4091,مُناخِيّ,munAxiy~,My climate.,adj,adj: masc singular lemma,,T4,0.333,6.783,media,high_frequency + dispersion,المناخي; المناخية,
4092,بَرادِعِيّ,barAdiEiy~,Oh; my God.,adj,adj: masc singular lemma,بردع,T4,0.333,6.781,media,high_frequency + dispersion,البرادعي,
4093,المعارضه،,AlmEArDh،,The opponent,noun_prop,noun: singular lemma,,T4,0.333,6.78,media,high_frequency + dispersion,المعارضة،,
4094,المملكه،,Almmlkh،,The kingdom,noun_prop,noun: singular lemma,,T4,0.333,6.78,media,high_frequency + dispersion,المملكة،,
4095,طٰهَ,T`ha,Taste.,noun_prop,noun: singular lemma,,T4,0.333,6.78,media,high_frequency + dispersion,طه,
4096,قُبْرُص,quboruS,Coming through.,noun_prop,noun: singular lemma,,T4,0.333,6.78,media,high_frequency + dispersion,قبرص; وقبرص,
4097,تَهْمِيش,tahomiy$,You're whispering.,noun,noun: singular lemma,همش,T4,0.333,6.78,media,high_frequency + dispersion,التهميش; تهميش; والتهميش; وتهميش,
4098,أَنْقَذ,>anoqa*,Save.,verb,verb: 3ms past lemma,نقذ,T4,0.333,6.779,media,high_frequency + dispersion,أنقذ; أنقذت; تنقذ; ينقذ,
4099,السودان،,AlswdAn،,Sudan,noun_prop,noun: singular lemma,,T4,0.333,6.778,media,high_frequency + dispersion,السودان،,
4100,جيتس,jyts,Gates.,noun_prop,noun: singular lemma,,T4,0.333,6.778,media,high_frequency + dispersion,جيتس,
4101,داء,dA',Diabetes.,noun,noun: singular lemma,,T4,0.333,6.778,media,high_frequency + dispersion,الداء; بداء; داء; فداء,
4102,ٱِنْعِكاس,{inoEikAs,Reverse,noun,noun: singular lemma,عكس,T4,0.333,6.776,media,high_frequency + dispersion,انعكاس; انعكاسات; وانعكاساتها,
4103,مُسْتَبْعَد,musotaboEad,Up and down.,noun,noun: singular lemma,بعد,T4,0.333,6.776,media,high_frequency + dispersion,المستبعد; مستبعد; مستبعدا; مستبعدة,
4104,راقِي,rAqiy,Classy.,noun,noun: singular lemma,,T4,0.333,6.776,media,high_frequency + dispersion,الراقي; الراقية; راقية,
4105,مُتَنازَع,mutanAzaE,Disputed.,adj,adj: masc singular lemma,نزع,T4,0.333,6.775,media,high_frequency + dispersion,المتنازع; المتنازعة; المتنازعين; متنازع,
4106,الكبري،,Alkbry،,Elder,noun_prop,noun: singular lemma,,T4,0.333,6.774,media,high_frequency + dispersion,الكبرى،,
4107,وَشْك,wa$ok,Almost.,noun,noun: singular lemma,,T4,0.333,6.774,media,high_frequency + dispersion,وشك,
4108,مُتَوَرِّط,mutawar~iT,I'm in trouble.,adj,adj: masc singular lemma,,T4,0.333,6.773,media,high_frequency + dispersion,المتورطة; المتورطين; متورط; متورطة; متورطين,
4109,مُحَرَّم,muHar~am,Forbidden,adj,adj: masc singular lemma,حرم,T4,0.333,6.773,media,high_frequency + dispersion,المحرم; المحرمات; المحرمة; محرم; محرمة,
4110,مُلْزَم,mulozam,It's binding.,adj,adj: masc singular lemma,لزم,T4,0.333,6.772,media,high_frequency + dispersion,الملزمة; ملزم; ملزما; ملزمة,
4111,معه،,mEh،,With him,noun_prop,noun: singular lemma,,T4,0.333,6.771,media,high_frequency + dispersion,معه،,
4112,كَفاءات,kafA'At,Competing.,noun,noun: singular lemma,,T4,0.333,6.771,media,high_frequency + dispersion,الكفاءات; كفاءات; والكفاءات,
4113,اولمرت،,Awlmrt،,Olmert,noun_prop,noun: singular lemma,,T4,0.333,6.771,media,high_frequency + dispersion,أولمرت،; اولمرت،,
4114,وِيلْيام,wiyloyAm,William.,noun_prop,noun: singular lemma,,T4,0.333,6.771,media,high_frequency + dispersion,وليام; وليم; ويليام,
4115,مَقْطَع,maqoTaE,Cut.,noun,noun: singular lemma,قطع,T4,0.333,6.771,media,high_frequency + dispersion,المقاطع; المقطع; مقاطع; مقطع,
4116,جَوَّل,jaw~al,Ride.,verb,verb: 3ms past lemma,,T4,0.333,6.771,media,high_frequency + dispersion,جول,
4117,تَعِب,taEib,You're tired.,verb,verb: 3ms past lemma,تعب,T4,0.333,6.771,media,high_frequency + dispersion,التعب; تعب; تعبت,
4118,ٱِشْتَدّ,{i$otad~,Pull up!,verb,verb: 3ms past lemma,شدد,T4,0.333,6.771,media,high_frequency + dispersion,اشتد; اشتدت; تشتد; يشتد,
4119,البلد،,Albld،,Country,noun_prop,noun: singular lemma,,T4,0.333,6.769,media,high_frequency + dispersion,البلد،,
4120,بابِل,bAbil,Babylon.,noun_prop,noun: singular lemma,ببل,T4,0.333,6.769,media,high_frequency + dispersion,بابل,
4121,داوُد,dAwud,Dowd.,noun_prop,noun: singular lemma,,T4,0.333,6.769,media,high_frequency + dispersion,داود; داوود,
4122,رَحِيم,raHiym,Merciful.,noun_prop,noun: singular lemma,رحم,T4,0.333,6.769,media,high_frequency + dispersion,الرحيم; رحيم,
4123,إِسْكان,<isokAn,Escort.,noun,noun: singular lemma,سكن,T4,0.333,6.769,media,high_frequency + dispersion,إسكان; الإسكان; الاسكان; والإسكان,
4124,الوزراء،,AlwzrA'،,Ministers,noun_prop,noun: singular lemma,,T4,0.333,6.767,media,high_frequency + dispersion,الوزراء،,
4125,بَرْشِلُونَه,baro$iluwnah,Persulon.,noun_prop,noun: singular lemma,,T4,0.333,6.767,media,high_frequency + dispersion,برشلونة,
4126,مَعُونَة,maEuwnap,Aided.,noun,noun: singular lemma,,T4,0.333,6.767,media,high_frequency + dispersion,المعونات; المعونة; معونات,
4127,غَرامَة,garAmap,Gracious.,noun,noun: singular lemma,غرم,T4,0.333,6.767,media,high_frequency + dispersion,الغرامات; الغرامة; غرامات; غرامة; وغرامة,
4128,الديمقراطيه،,AldymqrATyh،,Democracy,noun_prop,noun: singular lemma,,T4,0.333,6.765,media,high_frequency + dispersion,الديمقراطية،,
4129,الامنيه،,AlAmnyh،,Wishful thinking.,noun_prop,noun: singular lemma,,T4,0.333,6.765,media,high_frequency + dispersion,الأمنية،; الامنية،,
4130,إِبْراز,<iborAz,Showing...,noun,noun: singular lemma,برز,T4,0.333,6.765,media,high_frequency + dispersion,إبراز; ابراز; لإبراز; وإبراز,
4131,حِزام,HizAm,Belt.,noun,noun: singular lemma,حزم,T4,0.333,6.765,media,high_frequency + dispersion,الحزام; بحزام; حزام; حزاما,
4132,مُكَلَّفَة,mukal~afap,Costed.,noun,noun: singular lemma,كلف,T4,0.333,6.762,media,high_frequency + dispersion,المكلفة,
4133,تَعْداد,taEodAd,Counting.,noun,noun: singular lemma,عدد,T4,0.333,6.762,media,high_frequency + dispersion,التعداد; تعداد; تعدادها,
4134,مؤخرا،,m&xrA،,Recently,noun_prop,noun: singular lemma,,T4,0.333,6.762,media,high_frequency + dispersion,مؤخرا،; مؤخراً،; مؤخرًا،,
4135,مُعْضِلَة,muEoDilap,It's a dilemma.,noun,noun: singular lemma,عضل,T4,0.333,6.762,media,high_frequency + dispersion,المعضلات; المعضلة; معضلة,
4136,أَثْمَر,>avomar,Breathing.,verb,verb: 3ms past lemma,ثمر,T4,0.333,6.762,media,high_frequency + dispersion,أثمرت; تثمر; يثمر,
4137,كُونْغُو,kuwnoguw,Kongo!,noun_prop,noun: singular lemma,,T4,0.333,6.76,media,high_frequency + dispersion,الكونجو; الكونغو,
4138,زِمام,zimAm,Pack.,noun,noun: singular lemma,زمم,T4,0.333,6.76,media,high_frequency + dispersion,بزمام; زمام,
4139,إِقْدام,<iqodAm,Foot.,noun,noun: singular lemma,قدم,T4,0.333,6.76,media,high_frequency + dispersion,إقدام; اقدام; الإقدام,
4140,نَشْرَة,na$orap,PUBLICATION,noun,noun: singular lemma,نشر,T4,0.333,6.76,media,high_frequency + dispersion,النشرات; النشرة; نشرات; نشرة,
4141,فُطْر,fuTor,Breakfast.,noun,noun: singular lemma,فطر,T4,0.333,6.758,media,high_frequency + dispersion,الفطر; الفطرة,
4142,مَثِيل,maviyl,Perfect.,noun,noun: singular lemma,مثل,T4,0.333,6.758,media,high_frequency + dispersion,مثيل; مثيلاتها,
4143,يَقِين,yaqiyn,Hey; guys.,noun,noun: singular lemma,,T4,0.333,6.758,media,high_frequency + dispersion,اليقين; يقين,
4144,نَسَّق,nas~aq,Coordinate,verb,verb: 3ms past lemma,نسق,T4,0.333,6.758,media,high_frequency + dispersion,النسق; تنسق; نسق,
4145,جَماهِيرِيّ,jamAhiyriy~,My fans.,adj,adj: masc singular lemma,جمهر,T4,0.333,6.756,media,high_frequency + dispersion,الجماهيري; جماهيري; جماهيريا; جماهيرية,
4146,الاقتصاديه،,AlAqtSAdyh،,Economics,noun_prop,noun: singular lemma,,T4,0.333,6.756,media,high_frequency + dispersion,الاقتصادية،,
4147,القادم،,AlqAdm،,Next,noun_prop,noun: singular lemma,,T4,0.333,6.756,media,high_frequency + dispersion,القادم،,
4148,بَأْس,ba>os,Okay.,noun,noun: singular lemma,,T4,0.333,6.756,media,high_frequency + dispersion,بأس,
4149,ظَبِي,Zabiy,My buck.,noun_prop,noun: singular lemma,,T4,0.333,6.756,media,high_frequency + dispersion,ظبي,
4150,عُرُوبَة,Euruwbap,Rabbi.,noun,noun: singular lemma,عرب,T4,0.333,6.756,media,high_frequency + dispersion,العروبة; عروبة,
4151,أَوْج,>awoj,Aug.,noun,noun: singular lemma,,T4,0.333,6.756,media,high_frequency + dispersion,أوج; أوجه,
4152,إِحْصائِيّ,<iHoSA}iy~,My statistics.,adj,adj: masc singular lemma,,T4,0.333,6.755,media,high_frequency + dispersion,إحصائيات; احصائيات; احصائية; الإحصائيات; الإحصائية ...,
4153,رَدَّة,rad~ap,Response,noun,noun: singular lemma,ردد,T4,0.333,6.753,media,high_frequency + dispersion,الردة; ردة,
4154,لُوك,luwk,Luke.,noun_prop,noun: singular lemma,,T4,0.333,6.753,media,high_frequency + dispersion,لوك; لوكا,
4155,ظالِم,ZAlim,Unfair.,noun,noun: singular lemma,ظلم,T4,0.333,6.753,media,high_frequency + dispersion,الظالم; الظالمة; الظالمين; ظالم; ظالمة,
4156,الرياض،,AlryAD،,Riyadh,noun_prop,noun: singular lemma,,T4,0.333,6.751,media,high_frequency + dispersion,الرياض،,
4157,بُورِيس,buwriys,Boris.,noun_prop,noun: singular lemma,,T4,0.333,6.751,media,high_frequency + dispersion,بوريس,
4158,خَيال,xayAl,A fantasy.,noun,noun: singular lemma,,T4,0.333,6.751,media,high_frequency + dispersion,الخيال; خيال,
4159,تَرْكِيب,tarokiyb,Acceleration,noun,noun: singular lemma,ركب,T4,0.333,6.751,media,high_frequency + dispersion,التركيب; بتركيب; تركيب; وتركيب,
4160,رُزّ,ruz~,Rebel...,noun,noun: singular lemma,رزز,T4,0.333,6.751,media,high_frequency + dispersion,الأرز; الارز; الرز,
4161,تَفْرِيق,taforiyq,Break it up.,noun,noun: singular lemma,فرق,T4,0.333,6.751,media,high_frequency + dispersion,التفريق; تفريق; لتفريق,
4162,وَكَى,wakaY,And so...,verb,verb: 3ms past lemma,,T4,0.333,6.749,media,high_frequency + dispersion,آكي; وكي,
4163,إِطْفاء,<iTofA',Turn it off.,noun,noun: singular lemma,,T4,0.333,6.749,media,high_frequency + dispersion,إطفاء; اطفاء; الإطفاء; الاطفاء,
4164,مَنْسُوب,manosuwb,Suitable.,adj,adj: masc singular lemma,نسب,T4,0.333,6.747,media,high_frequency + dispersion,المنسوب; المنسوبة; منسوب; منسوبي,
4165,بالمائه،,bAlmA}h،,In percent,noun_prop,noun: singular lemma,,T4,0.333,6.747,media,high_frequency + dispersion,بالمائة،,
4166,خاتِمِيّ,xAtimiy~,Seal.,noun_prop,noun: singular lemma,ختم,T4,0.333,6.747,media,high_frequency + dispersion,خاتمي,
4167,شِفاء,$ifA',Heal.,noun,noun: singular lemma,,T4,0.333,6.747,media,high_frequency + dispersion,الشفاء; بالشفاء; شفاء; للشفاء,
4168,بَراءَة,barA'ap,Innocent.,noun,noun: singular lemma,,T4,0.333,6.747,media,high_frequency + dispersion,البراءة; ببراءة; براءة; براءته,
4169,مُعَدّ,muEad~,Prepared,adj,adj: masc singular lemma,عدد,T4,0.333,6.745,media,high_frequency + dispersion,المعد; المعدة; معد; معدة,
4170,رَسا,rasA,Rasa,verb,verb: 3ms past lemma,,T4,0.333,6.745,media,high_frequency + dispersion,وارسو,
4171,أَفْلَح,>afolaH,I'm working.,verb,verb: 3ms past lemma,فلح,T4,0.333,6.745,media,high_frequency + dispersion,تفلح; يفلح,
4172,ٱِخْتَلَط,{ixotalaT,Mix it up.,verb,verb: 3ms past lemma,خلط,T4,0.333,6.745,media,high_frequency + dispersion,اختلط; اختلطت; تختلط; يختلط,
4173,المختلفه،,Almxtlfh،,Different,noun_prop,noun: singular lemma,,T4,0.333,6.744,media,high_frequency + dispersion,المختلفة،,
4174,صَيْد,Sayod,Hunting.,noun,noun: singular lemma,,T4,0.333,6.744,media,high_frequency + dispersion,الصيد; صيد,
4175,فَخْر,faxor,Proud.,noun_prop,noun: singular lemma,فخر,T4,0.333,6.744,media,high_frequency + dispersion,الفخر; بالفخر; بفخر; فخر; نفخر,
4176,مَعِيشِيّ,maEiy$iy~,Live.,adj,adj: masc singular lemma,,T4,0.333,6.742,media,high_frequency + dispersion,المعيشي; المعيشية; معيشية; والمعيشية,
4177,حَرِيص,HariyS,Careful.,adj,adj: masc singular lemma,حرص,T4,0.333,6.741,media,high_frequency + dispersion,حريص; حريصا; حريصاً; حريصة; حريصون,
4178,بارَك,bArak,Barack.,verb,verb: 3ms past lemma,برك,T4,0.333,6.74,media,high_frequency + dispersion,تبارك; نبارك; يبارك,
4179,حِكْمَت,Hikomat,Judging.,noun_prop,noun: singular lemma,حكم,T4,0.333,6.74,media,high_frequency + dispersion,حكمت,
4180,لاريجاني,lAryjAny,Larijani.,noun_prop,noun: singular lemma,,T4,0.333,6.74,media,high_frequency + dispersion,لاريجاني,
4181,بِقاع,biqAE,A bunch.,noun,noun: singular lemma,بقع,T4,0.333,6.74,media,high_frequency + dispersion,البقاع; بقاع; والبقاع,
4182,سامراء,sAmrA',Samara.,noun_prop,noun: singular lemma,,T4,0.333,6.737,media,high_frequency + dispersion,سامراء,
4183,مارس/اذار,mArs/A*Ar,March,noun_prop,noun: singular lemma,,T4,0.333,6.737,media,high_frequency + dispersion,مارس/آذار,
4184,مُعاوِيَة,muEAwiyap,Compassion.,noun,noun: singular lemma,,T4,0.333,6.737,media,high_frequency + dispersion,معاوية,
4185,ٱِسْتِدْعاء,{isotidoEA',Call!,noun,noun: singular lemma,,T4,0.333,6.737,media,high_frequency + dispersion,استدعاء; باستدعاء,
4186,طَوْر,Tawor,Float!,noun,noun: singular lemma,,T4,0.333,6.737,media,high_frequency + dispersion,طور; طورت,
4187,عَقْلِيَّة,Eaqoliy~ap,Mental,noun,noun: singular lemma,عقل,T4,0.333,6.737,media,high_frequency + dispersion,بعقلية; عقلية; والعقلية,
4188,تَلَوُّث,talaw~uv,Contamination,noun,noun: singular lemma,,T4,0.333,6.737,media,high_frequency + dispersion,التلوث; تلوث,
4189,مُحْتَجّ,muHotaj~,A protestor.,noun,noun: singular lemma,حجج,T4,0.333,6.737,media,high_frequency + dispersion,المحتجون; المحتجين; محتجين,
4190,حارَة,HArap,Hot.,noun,noun: singular lemma,,T4,0.333,6.737,media,high_frequency + dispersion,الحارة; الحواري; حارة,
4191,تَكْفِير,takofiyr,Refurbishing.,noun,noun: singular lemma,كفر,T4,0.333,6.737,media,high_frequency + dispersion,التكفير; تكفير; والتكفير,
4192,إِيراد,<iyrAd,Income,noun,noun: singular lemma,,T4,0.333,6.737,media,high_frequency + dispersion,إيرادات; الإيرادات; ايرادات,
4193,سَمّ,sam~,Poison,noun,noun: singular lemma,سمم,T4,0.333,6.737,media,high_frequency + dispersion,السم; السموم; بسم; تسمم; سم,
4194,ناشِئ,nA$i},Producing.,adj,adj: masc singular lemma,,T4,0.333,6.736,media,high_frequency + dispersion,الناشئ; الناشئة; الناشئين; للناشئين,
4195,مُوسِع,muwsiE,Encyclopedia.,adj,adj: masc singular lemma,,T4,0.333,6.736,media,high_frequency + dispersion,الموسع; الموسعة; موسع; موسعا; موسعة,
4196,سوريه،,swryh،,Surrey,noun_prop,noun: singular lemma,,T4,0.333,6.735,media,high_frequency + dispersion,سورية،,
4197,غَداة,gadAp,Tomorrow.,noun,noun: singular lemma,,T4,0.333,6.735,media,high_frequency + dispersion,غداة,
4198,تِبِت,tibit,Come on; come on,noun_prop,noun: singular lemma,,T4,0.333,6.735,media,high_frequency + dispersion,التبت; للتبت,
4199,سُكُوت,sukuwt,Shut up.,noun,noun: singular lemma,سكت,T4,0.333,6.735,media,high_frequency + dispersion,السكوت; سكوت,
4200,ٱِضْطِهاد,{iDoTihAd,Persecution,noun,noun: singular lemma,ضهد,T4,0.333,6.735,media,high_frequency + dispersion,اضطهاد; الاضطهاد; والاضطهاد,
4201,رَمْزِيّ,ramoziy~,My symbol.,adj,adj: masc singular lemma,رمز,T4,0.333,6.734,media,high_frequency + dispersion,الرمزي; الرمزية; رمزي; رمزية,
4202,ريال،,ryAl،,Real,noun_prop,noun: singular lemma,,T4,0.333,6.733,media,high_frequency + dispersion,ريال،,
4203,عَمّار,Eam~Ar,Omar.,noun_prop,noun: singular lemma,عمر,T4,0.333,6.733,media,high_frequency + dispersion,عمار,
4204,جَواد,jawAd,A horse.,noun_prop,noun: singular lemma,,T4,0.333,6.733,media,high_frequency + dispersion,الجواد; جواد,
4205,رِهان,rihAn,Bet.,noun,noun: singular lemma,رهن,T4,0.333,6.733,media,high_frequency + dispersion,الرهان; المراهنة; رهان,
4206,مُلْتَزِم,mulotazim,Continuum.,adj,adj: masc singular lemma,لزم,T4,0.333,6.733,media,high_frequency + dispersion,الملتزم; ملتزم; ملتزمة; ملتزمون,
4207,صَوْتِيّ,Sawotiy~,My voice.,adj,adj: masc singular lemma,,T4,0.333,6.733,media,high_frequency + dispersion,الصوتي; الصوتية; صوتي; صوتية,
4208,بَدَع,badaE,Inventive.,verb,verb: 3ms past lemma,بدع,T4,0.333,6.731,media,high_frequency + dispersion,أبدع; البدع; بدعة,
4209,خاضِع,xADiE,Adjust.,adj,adj: masc singular lemma,خضع,T4,0.333,6.731,media,high_frequency + dispersion,الخاضع; الخاضعة; خاضع; خاضعة,
4210,دِيك,diyk,Dick.,noun_prop,noun: singular lemma,,T4,0.333,6.73,media,high_frequency + dispersion,ديك,
4211,الازمه،,AlAzmh،,The crisis,noun_prop,noun: singular lemma,,T4,0.333,6.73,media,high_frequency + dispersion,الأزمة،; الازمة،,
4212,لَوْح,lawoH,Wave.,noun,noun: singular lemma,,T4,0.333,6.73,media,high_frequency + dispersion,اللوحات; لوح; يلوح,
4213,رُتْبَة,rutobap,Arrange.,noun,noun: singular lemma,رتب,T4,0.333,6.73,media,high_frequency + dispersion,برتبة; رتب; رتبة,
4214,كُفْر,kufor,Forgiveness.,noun,noun: singular lemma,كفر,T4,0.333,6.73,media,high_frequency + dispersion,الكفر; كفر; يكفر,
4215,أُجْرَة,>ujorap,Rent.,noun,noun: singular lemma,,T4,0.333,6.73,media,high_frequency + dispersion,أجرة; اجرة; الأجر; الأجرة,
4216,المائه،,AlmA}h،,A hundred,noun_prop,noun: singular lemma,,T4,0.333,6.728,media,high_frequency + dispersion,المائة،,
4217,إِفْلاس,<ifolAs,Fail.,noun,noun: singular lemma,فلس,T4,0.333,6.728,media,high_frequency + dispersion,إفلاس; إفلاسها; افلاس; الإفلاس; الافلاس,
4218,ٱِنْفَرَد,{inofarad,How can we show that we are in a position to do so?,verb,verb: 3ms past lemma,فرد,T4,0.333,6.727,media,high_frequency + dispersion,انفرد; انفردت; تنفرد; ينفرد,
4219,كُوبِيّ,kuwbiy~,Coopy.,adj,adj: masc singular lemma,,T4,0.333,6.726,media,high_frequency + dispersion,الكوبي; الكوبية; الكوبيين,
4220,نَقّاب,naq~Ab,Squadron.,noun,noun: singular lemma,نقب,T4,0.333,6.726,media,high_frequency + dispersion,النقاب,
4221,ٱِنْتِحار,{inotiHAr,Suicide.,noun,noun: singular lemma,نحر,T4,0.333,6.726,media,high_frequency + dispersion,الانتحار; انتحار,
4222,تِنِس,tinis,Tennis.,noun,noun: singular lemma,,T4,0.333,6.726,media,high_frequency + dispersion,التنس; للتنس,
4223,مَشْي,ma$oy,Walk.,noun,noun: singular lemma,,T4,0.333,6.726,media,high_frequency + dispersion,المشي; تمشي; يمشي,
4224,أَذَى,>a*aY,Hurt.,noun,noun: singular lemma,,T4,0.333,6.726,media,high_frequency + dispersion,أذى; الأذى; الاذى; بأذى; يؤذي,
4225,سوتشي,swt$y,Sochi.,noun_prop,noun: singular lemma,,T4,0.333,6.723,media,high_frequency + dispersion,سوتشي,
4226,مُنْتَظِم,munotaZim,Regular.,noun,noun: singular lemma,نظم,T4,0.333,6.723,media,high_frequency + dispersion,المنتظمة; منتظم; منتظمة,
4227,مَجّانِيّ,maj~Aniy~,Free.,adj,adj: masc singular lemma,مجن,T4,0.333,6.723,media,high_frequency + dispersion,المجاني; المجانية; مجاني; مجانية,
4228,كروكر,krwkr,Crocker.,noun_prop,noun: singular lemma,,T4,0.333,6.721,media,high_frequency + dispersion,كروكر,
4229,مُقارَبَة,muqArabap,Close.,noun,noun: singular lemma,قرب,T4,0.333,6.721,media,high_frequency + dispersion,المقاربة; مقاربة,
4230,قَرَضاوِيّ,qaraDAwiy~,My judgment.,noun_prop,noun: singular lemma,قرض,T4,0.333,6.719,media,high_frequency + dispersion,القرضاوي,
4231,سَرِيَّة,sariy~ap,Confidential.,noun,noun: singular lemma,,T4,0.333,6.719,media,high_frequency + dispersion,السرايا; سرايا,
4232,تَجْمِيع,tajomiyE,Gather.,noun,noun: singular lemma,جمع,T4,0.333,6.719,media,high_frequency + dispersion,بتجميع; تجميع; لتجميع,
4233,يُونانِيّ,yuwnAniy~,Greek.,adj,adj: masc singular lemma,,T4,0.333,6.718,media,high_frequency + dispersion,اليوناني; اليونانية; اليونانيين,
4234,مُدْرَج,mudoraj,Gradient,adj,adj: masc singular lemma,درج,T4,0.333,6.718,media,high_frequency + dispersion,المدرج; المدرجات; المدرجة; مدرج; مدرجة,
4235,ٱِسْتِخْباراتِيّ,{isotixobArAtiy~,Tell me.,adj,adj: masc singular lemma,خبر,T4,0.333,6.716,media,high_frequency + dispersion,استخباراتية; الاستخباراتي; الاستخباراتية,
4236,دَبِلْيُو,dabiloyuw,Diblio!,noun_prop,noun: singular lemma,,T4,0.333,6.716,media,high_frequency + dispersion,دبليو,
4237,تايْوان,tAyowAn,Taiwan,noun_prop,noun: singular lemma,,T4,0.333,6.716,media,high_frequency + dispersion,تايوان; وتايوان,
4238,ماشِي,mA$iy,Okay.,noun,noun: singular lemma,,T4,0.333,6.716,media,high_frequency + dispersion,المشاة; مشاة,
4239,إِنْتاجِيّ,<inotAjiy~,My productivity.,adj,adj: masc singular lemma,نتج,T4,0.333,6.715,media,high_frequency + dispersion,إنتاجية; الإنتاجية; الانتاجية,
4240,مِيتْشِل,miyto$il,Mitchell.,noun_prop,noun: singular lemma,,T4,0.333,6.714,media,high_frequency + dispersion,ميتشل; ميتشيل,
4241,بُلْغارِيا,bulogAriyA,Bulgaria,noun_prop,noun: singular lemma,,T4,0.333,6.714,media,high_frequency + dispersion,بلغاريا; وبلغاريا,
4242,إِكْمال,<ikomAl,Complete,noun,noun: singular lemma,كمل,T4,0.333,6.714,media,high_frequency + dispersion,إكمال; اكمال; لإكمال,
4243,تَرْكِيبَة,tarokiybap,A setup.,noun,noun: singular lemma,ركب,T4,0.333,6.714,media,high_frequency + dispersion,التركيبة; تركيبة,
4244,ضِلْع,DiloE,Riding.,noun,noun: singular lemma,ضلع,T4,0.333,6.714,media,high_frequency + dispersion,الضلوع; بالضلوع; ضلوع; ضلوعهم,
4245,رابَط,rAbaT,Tie up.,verb,verb: 3ms past lemma,ربط,T4,0.333,6.714,media,high_frequency + dispersion,الرابط; رابط,
4246,تَضاعَف,taDAEaf,Double.,verb,verb: 3ms past lemma,ضعف,T4,0.333,6.714,media,high_frequency + dispersion,تتضاعف; تضاعفت; يتضاعف,
4247,ذلك؟,*lk؟,So?,noun_prop,noun: singular lemma,,T4,0.333,6.712,media,high_frequency + dispersion,ذلك؟,
4248,عُمْدَة,Eumodap,A baptist.,noun,noun: singular lemma,عمد,T4,0.333,6.712,media,high_frequency + dispersion,العمدة; عمدة,
